,playlist,names,ids,singers,singerids,albums,Language
783,唔係咁打嘅喜欢的音乐,放生,5256956,范逸臣,2736,再爱一次,ch
784,唔係咁打嘅喜欢的音乐,那年下雪的时候,33479926,By2,11097,Cat and Mouse,ch
785,唔係咁打嘅喜欢的音乐,爱丫爱丫,344442,By2,11097,16未成年,ch
786,唔係咁打嘅喜欢的音乐,极速,192746,郑伊健,6491,Discover,ch
787,唔係咁打嘅喜欢的音乐,封神 (电视版本),34002434,陈浩民,2138,封神榜 电视原声带,ch
788,唔係咁打嘅喜欢的音乐,连续剧,27511754,容祖儿,9269,连续剧,ch
789,唔係咁打嘅喜欢的音乐,续集,27906318,容祖儿,9269,续集,ch
790,唔係咁打嘅喜欢的音乐,Best of 2012: Payphone/Call Me Maybe/Wide Awake/Starship/We Are Young,33418570,Anthem Lights,86862,Anthem Lights Covers,unknown
791,唔係咁打嘅喜欢的音乐,Home,26470630,Michael Bublé,38855,It's A Beautiful Day,unknown
792,唔係咁打嘅喜欢的音乐,We Are Young (feat. Janelle Monáe),17910220,Fun.,92453,Some Nights,unknown
793,唔係咁打嘅喜欢的音乐,倒数,1299550532,G.E.M.邓紫棋,7763,另一个童话,ch
794,唔係咁打嘅喜欢的音乐,21,41641585,RAiNBOW计划,1047139,黄,ch
795,唔係咁打嘅喜欢的音乐,最近,114369,李圣杰,3705,音乐十年李圣杰唯一精选,ch
796,唔係咁打嘅喜欢的音乐,午夜怨曲,346079,Beyond,11127,Beyond 25th Anniversary,ch
797,唔係咁打嘅喜欢的音乐,Shoot to Thrill,3879500,AC/DC,85502,Iron Man 2,unknown
798,唔係咁打嘅喜欢的音乐,Back In Black,3879508,AC/DC,85502,Iron Man 2,unknown
799,唔係咁打嘅喜欢的音乐,房间,27867140,刘瑞琦,840134,房间,ch
800,唔係咁打嘅喜欢的音乐,"i hate u, i love u (feat. olivia o'brien)",34229234,Garrett Nash,1137226,"i hate u, i love u (feat. olivia o'brien)",en
801,唔係咁打嘅喜欢的音乐,争气 (Live In Hong Kong / 2015),40140638,容祖儿,9269,Joey Yung X Hacken Lee Concert 2015,ch
802,唔係咁打嘅喜欢的音乐,东南西北十二圈,447279286,陈丹虹,12192036,广州梦想,ch
803,唔係咁打嘅喜欢的音乐,雨蝶,258235,李翊君,8353,情爱怨女,ch
804,唔係咁打嘅喜欢的音乐,野孩子,316486,杨千嬅,10204,千嬅盛放,ch
805,唔係咁打嘅喜欢的音乐,可惜我是水瓶座,316654,杨千嬅,10204,Simply Me,ch
806,唔係咁打嘅喜欢的音乐,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",29747517,David Guetta,31211,Listen,en
807,唔係咁打嘅喜欢的音乐,你爱我像谁,25729827,张卫健,6464,剧力万钧 高收视主题曲精选,ch
808,唔係咁打嘅喜欢的音乐,花花宇宙,215239,陈慧琳,7235,花花宇宙,ch
809,唔係咁打嘅喜欢的音乐,不如跳舞,214626,陈慧琳,7235,飞吧,ch
810,唔係咁打嘅喜欢的音乐,葫芦金刚,5263408,王迟,223801,记忆的符号-中国电影百年寻音集 CD19,ch
811,唔係咁打嘅喜欢的音乐,Morrie Note,22843786,Morrie,125762,Don’t Listen To This Music If You Are Happy,unknown
812,唔係咁打嘅喜欢的音乐,阿Sam与阿Tam (Happy Together Version),479398157,谭咏麟,5205,阿Sam与阿Tam (Happy Together Version),ch
813,唔係咁打嘅喜欢的音乐,Ça Ira,26407811,Joyce Jonathan,36858,Ça Ira,unknown
814,唔係咁打嘅喜欢的音乐,Amireux,1383635,Gérard Darmon,33899,On S'Aime,unknown
815,唔係咁打嘅喜欢的音乐,Can't Take My Eyes Off You,25699022,王若琳,9604,The Adult Storybook,ch
816,唔係咁打嘅喜欢的音乐,开学礼,4875002,李克勤,3699,剧力万钧 高收视主题曲精选,ch
817,唔係咁打嘅喜欢的音乐,明知不知傻痴痴,29336409,周丽淇,10604,明知不知傻痴痴,ch
818,唔係咁打嘅喜欢的音乐,究竟海有几深,192341,张智霖,6487,ChiLam What is Love IIOII,ch
819,唔係咁打嘅喜欢的音乐,江山,28636518,马德钟,4508,《洪武三十二》 电视原声带,ch
820,唔係咁打嘅喜欢的音乐,咪话唔就你,27927934,胡杏儿,7931,热门华语158,ch
821,唔係咁打嘅喜欢的音乐,皆大欢喜,313771,薛家燕,10041,皆大欢笑,ch
822,唔係咁打嘅喜欢的音乐,爱与诚,86849,古巨基,2849,大雄,ch
823,唔係咁打嘅喜欢的音乐,情歌王,86279,古巨基,2849,我还是你的 - 情歌王,ch
824,唔係咁打嘅喜欢的音乐,必杀技,86943,古巨基,2849,游戏 基,ch
825,唔係咁打嘅喜欢的音乐,劲歌金曲,86771,古巨基,2849,劲歌.金曲,ch
826,唔係咁打嘅喜欢的音乐,钟无艳,308353,谢安琪,9952,3/8(新歌+精选),ch
827,唔係咁打嘅喜欢的音乐,山林道,427595574,谢安琪,9952,山林道,ch
828,唔係咁打嘅喜欢的音乐,醉人的一晚,115739,李克勤,3699,一千零一夜,ch
829,唔係咁打嘅喜欢的音乐,为何又是这样错,328667,郑秀文,10571,电影金曲精选,ch
830,唔係咁打嘅喜欢的音乐,喜帖街,308299,谢安琪,9952,Binary,ch
831,唔係咁打嘅喜欢的音乐,亲爱的,139558,潘玮柏,4723,零零七,ch
832,唔係咁打嘅喜欢的音乐,友共情,87211,古巨基,2849,基情年代,ch
833,唔係咁打嘅喜欢的音乐,...Ready For It? (BloodPop® Remix),522617477,Taylor Swift,44266,...Ready For It? (BloodPop® Remix),unknown
834,唔係咁打嘅喜欢的音乐,ME! (feat. Brendon Urie of Panic! At The Disco),1361348080,Taylor Swift,44266,ME! (feat. Brendon Urie of Panic! At The Disco),unknown
835,唔係咁打嘅喜欢的音乐,Ich will immer wieder... dieses Fieber spür'n,22349811,Helene Fischer,60252,So Wie Ich Bin,unknown
836,唔係咁打嘅喜欢的音乐,生命树,25702173,吴雨霏,9615,My January (Deluxe Version),ch
837,唔係咁打嘅喜欢的音乐,"Me, Myself & I",35447075,G-Eazy,820036,"Me, Myself & I",unknown
838,唔係咁打嘅喜欢的音乐,演唱会,65459,陈奕迅,2116,Listen To Eason Chan,ch
839,唔係咁打嘅喜欢的音乐,Lines,516765349,Bülow,12809019,Damaged Vol. 1,unknown
840,唔係咁打嘅喜欢的音乐,唐人,26524402,孙子涵,5103,最近还好么,ch
841,唔係咁打嘅喜欢的音乐,客官不可以,174963,徐良,5929,犯贱,ch
842,唔係咁打嘅喜欢的音乐,最后一次,328158,郑秀文,10571,Sammi Ultimate Collection,ch
843,唔係咁打嘅喜欢的音乐,Labāk vēl neaizmiedz,16411128,Lauris Reiniks,38686,Es skrienu,unknown
844,唔係咁打嘅喜欢的音乐,全日爱,112407,黎明,3701,北京站,ch
845,唔係咁打嘅喜欢的音乐,A-YO,436487058,Lady Gaga,64147,Joanne (Deluxe),unknown
846,唔係咁打嘅喜欢的音乐,Får ikke nok av deg,537131171,Innertier,1063011,Får ikke nok av deg,unknown
847,唔係咁打嘅喜欢的音乐,一个旅人,64809,陈奕迅,2116,H³M,ch
848,唔係咁打嘅喜欢的音乐,红色高跟鞋,208902,蔡健雅,7214,若你碰到他,ch
849,唔係咁打嘅喜欢的音乐,小传奇,365922,Mr.,12266,People Sing For People,ch
850,唔係咁打嘅喜欢的音乐,Para Para Sakura,4878033,郭富城,2852,芭啦芭啦樱之花 电影原声带,ch
851,唔係咁打嘅喜欢的音乐,天涯,144380,任贤齐,4895,为爱走天涯,ch
852,唔係咁打嘅喜欢的音乐,My Heart Will Go On,2308499,Céline Dion,50893,My Love: Ultimate Essential Collection (North American Version),unknown
853,唔係咁打嘅喜欢的音乐,模棱两可,274099,李昊嘉,8700,Enchantment,ch
854,唔係咁打嘅喜欢的音乐,平凡之路,28815250,朴树,4721,猎户星座,ch
855,唔係咁打嘅喜欢的音乐,伤心太平洋,144513,任贤齐,4895,爱像太平洋,ch
856,唔係咁打嘅喜欢的音乐,曾经的你,167975,许巍,5770,每一刻都是崭新的,ch
857,唔係咁打嘅喜欢的音乐,Hey Oh,5242683,群星,122455,R&B蓝调热歌榜,ch
858,唔係咁打嘅喜欢的音乐,杨千嬅,110853,杨千嬅,10204,林夕字传,ch
859,唔係咁打嘅喜欢的音乐,只爱西经,28176114,洪楗华,3224,热门华语202,ch
860,唔係咁打嘅喜欢的音乐,加油！,108406,林俊杰,3684,100天,ch
861,唔係咁打嘅喜欢的音乐,不醉不会,28018072,田馥甄,9548,渺小,ch
862,唔係咁打嘅喜欢的音乐,人间失格,502025938,JUDE,1097156,人间失格,ch
863,唔係咁打嘅喜欢的音乐,淋雨一直走,25640392,张韶涵,10562,有形的翅膀,ch
864,唔係咁打嘅喜欢的音乐,Just Give Me A Reason,21373645,P!nk,70821,The Truth About Love,unknown
865,唔係咁打嘅喜欢的音乐,苦瓜,64293,陈奕迅,2116,Stranger Under My Skin,ch
866,唔係咁打嘅喜欢的音乐,触电 (完整版),345741,芭比,11114,摇头舞曲 3,ch
867,唔係咁打嘅喜欢的音乐,触电,375295,S.H.E,12709,Forever 新歌+精选,ch
868,唔係咁打嘅喜欢的音乐,月牙湾,354352,F.I.R.,11562,爱.歌姬,ch
869,唔係咁打嘅喜欢的音乐,黑择明,65763,陈奕迅,2116,What's Going On…?,ch
870,唔係咁打嘅喜欢的音乐,暗涌,300136,王菲,9621,玩具,ch
871,唔係咁打嘅喜欢的音乐,头发乱了,189012,张学友,6460,释放自己,ch
872,唔係咁打嘅喜欢的音乐,高高在下(粤),110107,刘德华,3691,大人的情歌,ch
873,唔係咁打嘅喜欢的音乐,处处吻,316752,杨千嬅,10204,电光幻影,ch
874,唔係咁打嘅喜欢的音乐,DEADLINE,188365,张敬轩,6462,P.S. I Love You 新歌+精选,ch
875,唔係咁打嘅喜欢的音乐,Moonlight,1298986140,潘玮柏,4723,Moonlight,ch
876,唔係咁打嘅喜欢的音乐,壮举,28111649,张敬轩,6462,是时候…,ch
877,唔係咁打嘅喜欢的音乐,瑕疵,33471532,麦浚龙,4483,Addendum,ch
878,唔係咁打嘅喜欢的音乐,我好想你,26524510,苏打绿,12707,秋：故事,ch
879,唔係咁打嘅喜欢的音乐,相爱很难,36861904,梅艳芳,8918,Celebration 45th Anniversary 环球志101,ch
880,唔係咁打嘅喜欢的音乐,I Can Fly,65795,陈冠希,2122,Confusion,ch
881,唔係咁打嘅喜欢的音乐,生而为人,1297889374,CADY,1047298,生而为人,ch
882,唔係咁打嘅喜欢的音乐,为了你，为了我,347272,Beyond,11127,遥望黄家驹不死音乐精神 特别纪念集92'-93',ch
883,唔係咁打嘅喜欢的音乐,重复犯错,86464,古巨基,2849,Human 我生,ch
884,唔係咁打嘅喜欢的音乐,唯独你是不可取替 (Live),26608518,林二汶,8687,给前度的音乐会,ch
885,唔係咁打嘅喜欢的音乐,走音,65157,侧田,2117,No Protection,ch
886,唔係咁打嘅喜欢的音乐,值得,25727424,张敬轩,6462,Pink Dahlia,ch
887,唔係咁打嘅喜欢的音乐,借火,135272,麦浚龙,4483,Words Of Silence,ch
888,唔係咁打嘅喜欢的音乐,小问题,566506089,AGA,768208,小问题,ch
889,唔係咁打嘅喜欢的音乐,伟大航道,28830084,农夫,12439,奇迹,ch
890,唔係咁打嘅喜欢的音乐,肥仔个头,77622,东山少爷,2520,唱好广州II,ch
891,唔係咁打嘅喜欢的音乐,我不是伟人,63661,陈小春,2112,独家记忆 (Hong Kong Version),ch
892,唔係咁打嘅喜欢的音乐,失恋,349079,草蜢,11265,我们的草蜢,ch
893,唔係咁打嘅喜欢的音乐,都是你的错,191469,郑中基,6473,缘份无边界,ch
894,唔係咁打嘅喜欢的音乐,遇到了,366024,Mr.,12266,If I Am,ch
895,唔係咁打嘅喜欢的音乐,ABC君,82150,方力申,2739,Be Good,ch
896,唔係咁打嘅喜欢的音乐,美女与野兽,191168,郑中基,6473,正宗K,ch
897,唔係咁打嘅喜欢的音乐,彳亍,135171,麦浚龙,4483,无念,ch
898,唔係咁打嘅喜欢的音乐,玩玩具,353638,E-kids,11515,Smile,ch
899,唔係咁打嘅喜欢的音乐,心碎(粤),179768,易欣,6107,别让我为你心碎,ch
900,唔係咁打嘅喜欢的音乐,无能为力,189238,张敬轩,6462,我的梦想我的路,ch
901,唔係咁打嘅喜欢的音乐,Volar,65148,侧田,2117,No Protection,ch
902,唔係咁打嘅喜欢的音乐,光辉的璀璨,102024,黄艺明,3337,光辉的璀璨,ch
903,唔係咁打嘅喜欢的音乐,冷漠,102017,黄艺明,3337,光辉的璀璨,ch
904,唔係咁打嘅喜欢的音乐,Hustler,438981332,Zayde Wølf,12073833,Golden Age,unknown
905,唔係咁打嘅喜欢的音乐,陈某,191525,周柏豪,6479,Follow,ch
906,唔係咁打嘅喜欢的音乐,雨中的恋人们,94576,黄凯芹,3073,挥不去的情感 黄凯芹精选,ch
907,唔係咁打嘅喜欢的音乐,岁月同舟,102020,黄艺明,3337,光辉的璀璨,ch
908,唔係咁打嘅喜欢的音乐,前所未见,213673,陈慧琳,7235,Stylish Index(第2版),ch
909,唔係咁打嘅喜欢的音乐,安守本份,559261010,谷娅溦,7862,安守本份,ch
910,唔係咁打嘅喜欢的音乐,痴心绝对,114741,李圣杰,3705,痴心绝对,ch
911,唔係咁打嘅喜欢的音乐,残酷游戏,26390019,卫兰,9605,Janice 3000 Day & Night Concert,ch
912,唔係咁打嘅喜欢的音乐,二十世纪少年(Unplugged),370776,Ping Pung,12549,Love & Hate,ch
913,唔係咁打嘅喜欢的音乐,经典,115396,林海峰,3709,3omething About Jan Lamb,ch
914,唔係咁打嘅喜欢的音乐,取消资格,64381,陈小春,2112,抱一抱,ch
915,唔係咁打嘅喜欢的音乐,如果我是陈奕迅,366011,Mr.,12266,If I Am,ch
916,唔係咁打嘅喜欢的音乐,电灯胆,224086,邓丽欣,7537,Dating Stephy,ch
917,唔係咁打嘅喜欢的音乐,无赖,191321,郑中基,6473,Before After,ch
918,唔係咁打嘅喜欢的音乐,情歌,64325,侧田,2117,From Justin Collection Of His First 3 Years,ch
919,唔係咁打嘅喜欢的音乐,感动,65109,侧田,2117,No Protection (Dual Disc Version),ch
920,唔係咁打嘅喜欢的音乐,美丽之最,64412,侧田,2117,From Justin Collection Of His First 3 Years,ch
921,唔係咁打嘅喜欢的音乐,男人Ktv,64693,侧田,2117,JTV,ch
922,唔係咁打嘅喜欢的音乐,好人,5260326,侧田,2117,好人歌集,ch
923,唔係咁打嘅喜欢的音乐,命硬,65198,侧田,2117,Justin,ch
924,唔係咁打嘅喜欢的音乐,只是太爱你,28111646,张敬轩,6462,是时候…,ch
925,唔係咁打嘅喜欢的音乐,习惯失恋 (Live In Hong Kong / 2015),40140636,容祖儿,9269,Joey Yung X Hacken Lee Concert 2015,ch
926,唔係咁打嘅喜欢的音乐,心照,192702,郑伊健,6491,Discover,ch
927,唔係咁打嘅喜欢的音乐,遇见,287035,孙燕姿,9272,"My Story, Your Song 经典全纪录 (主打精华版)",ch
928,唔係咁打嘅喜欢的音乐,雨天,286980,孙燕姿,9272,"My Story, Your Song 经典全纪录 (主打精华版)",ch
929,唔係咁打嘅喜欢的音乐,阴天,276936,莫文蔚,8926,就 i Karen 莫文蔚精选,ch
930,唔係咁打嘅喜欢的音乐,好久不见,65538,陈奕迅,2116,认了吧,ch
931,唔係咁打嘅喜欢的音乐,世界真细小,32785335,李克勤,3699,李克勤 我克勤,ch
932,唔係咁打嘅喜欢的音乐,我们的天空,26348100,黄艺明,3337,我们的天空,ch
933,唔係咁打嘅喜欢的音乐,爱得太迟,86477,古巨基,2849,Human 我生,ch
934,唔係咁打嘅喜欢的音乐,执迷不悔 (粤语版),300587,王菲,9621,执迷不悔,ch
935,唔係咁打嘅喜欢的音乐,La conocí bailando (Radio Edit),35920994,Dr. Bellido,354163,La conocí bailando,unknown
936,唔係咁打嘅喜欢的音乐,最美的期待,531295576,周笔畅,10558,最美的期待,ch
937,唔係咁打嘅喜欢的音乐,红豆,299757,王菲,9621,Eyes On Me,ch
938,唔係咁打嘅喜欢的音乐,唉声叹气,328153,郑秀文,10571,Sammi Ultimate Collection,ch
939,唔係咁打嘅喜欢的音乐,El Mismo Sol,32174082,Álvaro Soler,1078381,El Mismo Sol ,unknown
940,唔係咁打嘅喜欢的音乐,温暖的房间,502925986,刘瑞琦,840134,温暖的房间,ch
941,唔係咁打嘅喜欢的音乐,爱的故事.下集.但愿他珍惜你,28914471,孙耀威,4947,男人深声Unforgettable 20,ch
942,唔係咁打嘅喜欢的音乐,永远保护你,146343,孙耀威,4947,So Far So…Close,ch
943,唔係咁打嘅喜欢的音乐,爱的故事(上),147030,孙耀威,4947,爱的故事(上集),ch
944,唔係咁打嘅喜欢的音乐,TIRED,1348792640,楚晴Jasmine Sokko,12131303,TIRED,ch
945,唔係咁打嘅喜欢的音乐,La Vida Seguirá,34033985,Álvaro Soler,1078381,Eterno Agosto (Standard Edition),unknown
946,唔係咁打嘅喜欢的音乐,一场游戏一场梦,158924,王杰,5358,一场游戏一场梦,ch
947,唔係咁打嘅喜欢的音乐,王妃,167942,萧敬腾,5768,王妃,ch
948,唔係咁打嘅喜欢的音乐,忘了你忘了我,158880,王杰,5358,忘了你‧忘了我,ch
949,唔係咁打嘅喜欢的音乐,中国话,375085,S.H.E,12709,Play,ch
950,唔係咁打嘅喜欢的音乐,感谢你曾来过,460578140,周思涵,12292708,卧龙与酒,ch
951,唔係咁打嘅喜欢的音乐,当你孤单你会想起谁,191819,张栋梁,6480,首选,ch
952,唔係咁打嘅喜欢的音乐,If He Doesn’t Love You,29500562,Meiko,66357,Dear You,unknown
953,唔係咁打嘅喜欢的音乐,春风吹,82486,方大同,2738,Soul Boy,ch
954,唔係咁打嘅喜欢的音乐,雅俗共赏,411214279,许嵩,5771,青年晚报,ch
955,唔係咁打嘅喜欢的音乐,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",31234342,Flo Rida,56783,My House,en
956,唔係咁打嘅喜欢的音乐,Jar Of Love,25713016,曲婉婷,9178,Everything In The World (白金庆功版),ch
957,唔係咁打嘅喜欢的音乐,犯贱,64386,陈小春,2112,抱一抱,ch
958,唔係咁打嘅喜欢的音乐,耿耿于怀,135355,麦浚龙,4483,Proto,ch
959,唔係咁打嘅喜欢的音乐,念念不忘,30148268,麦浚龙,4483,念念不忘,ch
960,唔係咁打嘅喜欢的音乐,罗生门,33471531,麦浚龙,4483,Addendum,ch
961,唔係咁打嘅喜欢的音乐,有人,135184,麦浚龙,4483,Nothing Lasts Forever,ch
962,唔係咁打嘅喜欢的音乐,几分伤心几分痴,157121,王杰,5358,杰作,ch
963,唔係咁打嘅喜欢的音乐,是否我真的一无所有,158843,王杰,5358,是否我真的一无所有,ch
964,唔係咁打嘅喜欢的音乐,一场游戏一场梦,157808,王杰,5358,浪子心,ch
965,唔係咁打嘅喜欢的音乐,甩葱歌,223339,初XX来,32690922,甩葱歌,ch
966,唔係咁打嘅喜欢的音乐,紫禁情,25639354,吴雨霏,9615,My January,ch
967,唔係咁打嘅喜欢的音乐,那谁 (Live),27867428,苏永康,4948,Concert YY 黄伟文作品展 演唱会,ch
968,唔係咁打嘅喜欢的音乐,奢侈品,28427258,陈晓琪,7298,奢侈品,ch
969,唔係咁打嘅喜欢的音乐,不吐不快,28111608,张敬轩,6462,是时候…,ch
970,唔係咁打嘅喜欢的音乐,飞云之下,554242032,韩红,7891,飞云之下,ch
971,唔係咁打嘅喜欢的音乐,静悄悄,553815178,陈泫孝（大泫）,13933117,静悄悄,ch
972,唔係咁打嘅喜欢的音乐,侧脸,534542079,于果,12262303,侧脸,ch
973,唔係咁打嘅喜欢的音乐,勇,316498,杨千嬅,10204,千嬅盛放,ch
974,唔係咁打嘅喜欢的音乐,终身美丽,328169,郑秀文,10571,Sammi Ultimate Collection,ch
975,唔係咁打嘅喜欢的音乐,High On Life ,1296550963,Martin Garrix,780003,High On Life ,unknown
976,唔係咁打嘅喜欢的音乐,Coming Home,4038411,Diddy-Dirty Money,91126,Coming Home,unknown
977,唔係咁打嘅喜欢的音乐,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",409931224,P!nk,70821,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",unknown
978,唔係咁打嘅喜欢的音乐,"Sit Still, Look Pretty",34532602,Daya,1081186,Daya,en
979,唔係咁打嘅喜欢的音乐,Simple Things feat. Sam Ock & Clara C,30841423,re:plus,21182,miscellany,unknown
980,唔係咁打嘅喜欢的音乐,Imagine (Feat. The 49ers),22743821,re:plus,21182,Everlasting Truth,unknown
981,唔係咁打嘅喜欢的音乐,如若我,1341718383,Pandora樂隊,27865554,The Opening,ch
982,唔係咁打嘅喜欢的音乐,Halo,2188235,Beyoncé,48436,Halo,unknown
983,唔係咁打嘅喜欢的音乐,护花使者,115569,李克勤,3699,雨中街头剧,ch
984,唔係咁打嘅喜欢的音乐,祝福你,5281399,群星,122455,华纳群星贺岁金曲 喜上加喜+天天报喜,ch
985,唔係咁打嘅喜欢的音乐,打上花火,496869422,Daoko,855508,打上花火,ch
986,唔係咁打嘅喜欢的音乐,再也没有,480580003,永彬Ryan.B,12448205,再也没有,ch
987,唔係咁打嘅喜欢的音乐,搜神记 (Live In Hong Kong / 2015),40140666,容祖儿,9269,Joey Yung X Hacken Lee Concert 2015,ch
988,唔係咁打嘅喜欢的音乐,那些年,97357,胡夏,3273,那些年，我们一起追的女孩 电影原声带,ch
989,唔係咁打嘅喜欢的音乐,出卖,31134193,李荣浩,4292,热门华语262,ch
990,唔係咁打嘅喜欢的音乐,漂洋过海来看你,30903117,周深,1030001,漂洋过海来看你,ch
991,唔係咁打嘅喜欢的音乐,宁夏 (Live),30621680,梁静茹,8325,梦想星搭档 第二季,ch
992,唔係咁打嘅喜欢的音乐,爱久见人心,254037,梁静茹,8325,爱久见人心,ch
993,唔係咁打嘅喜欢的音乐,会过去的,254041,梁静茹,8325,爱久见人心,ch
994,唔係咁打嘅喜欢的音乐,油尖旺金毛玲,444003233,Serrini樹妮妮,916007,油尖旺金毛玲,ch
995,唔係咁打嘅喜欢的音乐,秘密,254639,蓝又时,8328,秘密,ch
996,唔係咁打嘅喜欢的音乐,喜欢,526464145,阿肆,7122,喜欢,ch
997,唔係咁打嘅喜欢的音乐,爱夏,101397,胡夏,3273,胡 爱夏,ch
998,唔係咁打嘅喜欢的音乐,Nothing on you,227724,邓福如 AFÜ,7600,Demo&成品合辑,ch
999,唔係咁打嘅喜欢的音乐,寂寞暴走,354476,飞轮海,11561,越来越爱,ch
